player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,corner_taken,offsides,dribbles,total_attempts,on_target,off_target,blocked,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_completed,freekicks_taken,fouls_committed,fouls_suffered,yellow,red,balls_recoverd,tackles,tackles_won,tackles_lost,clearance_attempted,saved,conceded,saved_penalties,cleansheets,punches_made
Edwards,Sporting CP,Forward,32,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Radonjić,Benfica,Forward,31,1,0,0,3.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mengi,Man. United,Defender,29,1,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0
Wesley,Club Brugge,Forward,26,2,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandi,Villarreal,Defender,24,2,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kudus,Ajax,Midfielder,24,2,0,0,3.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Novoa,Leipzig,Midfielder,24,1,0,1,3.6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lihadji,LOSC,Forward,23,3,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernardo,Salzburg,Defender,23,2,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Tijani,Salzburg,Midfielder,23,1,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
Ben Arfa,LOSC,Midfielder,22,2,0,0,3.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Óscar Rodríguez,Sevilla,Midfielder,22,1,0,0,3.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
Shoretire,Man. United,Midfielder,22,1,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0
Heaton,Man. United,Goalkeeper,22,1,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanišić,Bayern,Defender,21,2,0,1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knauff,Dortmund,Midfielder,20,3,0,0,5.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,0,1,1,4,2,2,0,0,0,0,0,0
Maldini,Milan,Forward,20,3,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0
Moukoko,Dortmund,Forward,20,1,0,0,3.2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Iván Romero,Sevilla,Forward,20,1,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flávio Nazinho,Sporting CP,Defender,19,2,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
Balde,Barcelona,Defender,19,2,0,0,3.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tillman,Bayern,Midfielder,18,2,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peña,Villarreal,Defender,18,2,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,2,2,1,1,1,0,0,0,0,0
Ricard Puig,Barcelona,Midfielder,17,1,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Berkay Vardar,Beşiktaş,Midfielder,17,1,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson,Man. City,Goalkeeper,17,1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eric Ramirez,Dynamo Kyiv,Forward,16,2,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cojocaru,Sheriff,Midfielder,15,2,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
Javi Serrano,Atlético,Midfielder,15,1,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agüero,Barcelona,Forward,15,1,0,0,1.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsey,Juventus,Midfielder,14,2,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Kravtsov,Zenit,Midfielder,14,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bradarić,LOSC,Defender,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
Ozdoev,Zenit,Midfielder,11,1,1,0,2.2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bruno Costa,Porto,Midfielder,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raba,Villarreal,Midfielder,11,1,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iborra,Villarreal,Midfielder,10,1,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Bonnah,Leipzig,Midfielder,10,1,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0
Sensi,Inter,Midfielder,9,2,0,0,2.2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lednev,Dynamo Kyiv,Midfielder,9,1,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhegrova,LOSC,Midfielder,9,1,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Seferović,Benfica,Forward,9,1,0,0,1.8,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zakaria,Juventus,Midfielder,9,1,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dário Essugo,Sporting CP,Midfielder,9,1,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Spielmann,Young Boys,Midfielder,8,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izquierdo,Club Brugge,Forward,8,1,0,0,1.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiellini,Juventus,Defender,7,1,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dina Ebimbe,Paris,Midfielder,7,1,0,0,1.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulejmani,Young Boys,Midfielder,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delap,Man. City,Forward,6,1,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Mbete,Man. City,Defender,6,1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolarov,Inter,Defender,5,1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šimić,Salzburg,Forward,4,1,0,0,1.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guindo,Salzburg,Defender,4,1,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Dentinho,Shakhtar Donetsk,Midfielder,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Shevchenko,Shakhtar Donetsk,Goalkeeper,4,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Maier,Young Boys,Midfielder,3,1,0,0,1.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Luca Pellegrini,Juventus,Defender,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuznetsov,Zenit,Forward,3,1,0,0,0.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eile,Malmö,Defender,3,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginczek,Wolfsburg,Forward,2,1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savage,Man. United,Midfielder,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iqbal,Man. United,Midfielder,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da Graca,Juventus,Forward,1,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miretti,Juventus,Midfielder,1,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gil Dias,Benfica,Midfielder,1,1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Ribeiro,Sporting CP,Forward,1,1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cojocari,Sheriff,Defender,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maouassa,Club Brugge,Defender,1,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zesiger,Young Boys,Defender,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
